Customer ID,Number of Houses,Avg Size Household,Age,Relationship Status,Household Type,Education Level,House Type,Number of Car Policies,Number of Life Insurance Policies,Purchased?
835251,1,4,32,Married,Without Children,High,Home Owner,0,0,No
20218,1,3,45,Married,Without Children,Medium,Home Owner,2,0,No
406193,3,2,60,Married,Without Children,Low,Home Owner,0,0,No
314075,1,2,60,Married,With Children,Medium,Home Owner,1,0,No
836908,1,2,52,Other Relationship,Without Children,Medium,Rented House,1,0,No
841931,1,2,45,Other Relationship,With Children,Low,Rented House,0,0,No
125386,1,2,56,Other Relationship,With Children,Low,Rented House,1,0,No
398335,1,5,48,Married,With Children,Medium,Home Owner,1,0,Yes
858298,1,2,54,Married,Without Children,Low,Rented House,0,0,No
976505,1,2,60,Married,Without Children,Medium,Rented House,2,0,No
717452,1,3,35,Married,With Children,Low,Rented House,0,0,No
924153,1,2,35,Other Relationship,Without Children,Medium,Rented House,0,0,No
82244,1,2,54,Married,Without Children,Low,Rented House,0,0,No
155037,1,2,46,Married,With Children,Low,Rented House,1,0,No
591299,1,3,38,Married,With Children,Low,Rented House,1,0,No
408730,1,3,42,Married,Without Children,Low,Home Owner,1,0,No
606734,1,3,43,Married,With Children,Medium,Home Owner,0,0,No
483887,1,3,41,Married,With Children,Medium,Home Owner,0,0,No
292337,1,3,54,Married,With Children,Low,Rented House,1,0,No
309237,1,2,58,Married,With Children,Low,Rented House,1,1,No
631790,1,2,49,Married,Without Children,Low,Rented House,0,0,No
677317,2,4,36,Married,With Children,Low,Home Owner,1,0,No
525999,1,2,44,Married,Without Children,Low,Home Owner,1,0,No
544960,1,2,36,Married,Without Children,Medium,Rented House,1,0,No
892617,1,4,51,Married,With Children,Low,Home Owner,0,0,No
742709,1,2,51,Married,Without Children,Low,Rented House,1,0,No
925779,1,2,58,Married,Without Children,High,Home Owner,1,0,No
779871,1,2,43,Married,With Children,Low,Home Owner,0,0,No
774507,1,3,47,Married,With Children,High,Home Owner,0,0,No
77758,1,2,59,Married,Without Children,Low,Rented House,0,0,No
816975,1,3,39,Married,With Children,Medium,Home Owner,0,0,No
904611,2,2,50,Married,Without Children,Low,Rented House,0,0,No
843789,1,3,44,Married,With Children,Low,Home Owner,0,0,No
229690,1,3,30,Married,With Children,Low,Home Owner,0,0,No
895504,1,4,48,Married,With Children,Low,Rented House,1,0,No
964123,1,3,46,Married,Without Children,Low,Home Owner,0,0,No
846432,1,3,47,Married,With Children,Low,Rented House,0,0,No
333284,2,2,34,Married,With Children,Low,Rented House,0,0,No
707065,1,3,50,Married,With Children,Low,Home Owner,1,0,No
902401,1,3,50,Married,With Children,Low,Home Owner,1,0,No
583891,2,3,46,Married,With Children,Low,Home Owner,1,0,No
600160,1,3,44,Married,With Children,Low,Home Owner,1,0,No
579602,1,2,68,Other Relationship,Without Children,Medium,Home Owner,1,0,No
222277,1,3,43,Other Relationship,Without Children,Low,Home Owner,1,0,No
35976,1,1,43,Other Relationship,Without Children,Low,Rented House,0,0,No
272533,1,3,49,Married,With Children,Low,Home Owner,0,0,No
948395,2,3,41,Married,With Children,Low,Home Owner,0,0,No
638231,1,3,35,Married,With Children,Low,Rented House,0,0,No
313944,1,2,48,Married,With Children,Low,Home Owner,2,1,No
126625,1,2,44,Married,Without Children,Medium,Home Owner,0,0,No
894519,4,2,60,Married,Without Children,High,Home Owner,0,0,No
364661,1,2,47,Married,With Children,High,Rented House,0,0,No
692979,1,2,47,Married,With Children,Low,Rented House,1,0,No
221343,1,4,49,Married,With Children,Medium,Home Owner,1,0,Yes
142127,1,3,42,Married,With Children,Low,Home Owner,1,0,No
149590,1,3,52,Married,Without Children,Medium,Home Owner,0,0,No
536187,2,4,37,Married,With Children,Low,Home Owner,1,2,No
140068,1,3,37,Married,With Children,Low,Rented House,1,0,No
285607,1,3,40,Married,With Children,Low,Home Owner,1,0,No
952054,1,2,53,Married,Without Children,Medium,Rented House,1,0,Yes
52198,1,3,46,Married,With Children,Low,Rented House,1,0,Yes
600813,1,2,59,Other Relationship,With Children,Low,Rented House,0,0,No
377641,1,2,25,Living Together,Without Children,Low,Rented House,1,0,No
427319,2,4,45,Married,With Children,Medium,Home Owner,1,0,No
164340,1,2,50,Married,Without Children,High,Home Owner,0,0,No
80557,1,2,55,Married,Without Children,Medium,Rented House,1,0,No
83527,1,2,60,Married,Without Children,Medium,Rented House,0,0,No
42361,1,2,57,Married,Without Children,Low,Rented House,1,0,No
854446,1,3,44,Married,With Children,Low,Home Owner,0,0,No
26351,1,2,41,Married,Without Children,Low,Home Owner,0,0,No
873289,1,3,42,Married,Without Children,Medium,Home Owner,1,0,No
422588,1,3,49,Married,With Children,Medium,Rented House,1,0,No
809930,1,3,42,Married,With Children,Low,Rented House,2,0,No
333312,1,2,57,Married,Without Children,Medium,Rented House,1,0,No
599414,1,3,41,Married,Without Children,Low,Rented House,0,0,No
546586,2,2,51,Married,Without Children,Low,Rented House,0,0,No
903325,1,3,36,Married,With Children,Low,Home Owner,0,0,No
216977,1,3,42,Married,With Children,Medium,Rented House,0,0,No
273194,1,2,47,Other Relationship,With Children,Low,Rented House,0,0,No
142333,1,3,46,Married,With Children,Low,Home Owner,0,0,No
620177,1,3,38,Married,With Children,High,Rented House,0,0,No
328206,1,4,36,Married,With Children,Medium,Home Owner,2,0,No
365483,1,2,56,Married,Without Children,Low,Rented House,0,0,No
104494,1,3,40,Married,With Children,Low,Rented House,0,0,No
220935,1,2,44,Married,With Children,Low,Rented House,1,0,No
24994,1,3,41,Married,Without Children,High,Home Owner,0,0,No
55755,1,2,33,Living Together,Without Children,Medium,Rented House,1,0,No
895455,1,3,32,Married,With Children,Medium,Rented House,0,0,No
405342,1,3,50,Married,Without Children,Low,Home Owner,1,0,No
958147,1,3,42,Married,With Children,Medium,Home Owner,0,0,No
996184,1,3,50,Married,With Children,Medium,Rented House,0,0,No
609962,1,2,32,Married,Without Children,Medium,Rented House,1,0,No
826463,1,3,38,Married,With Children,Low,Home Owner,1,0,No
255590,1,2,59,Married,With Children,Medium,Rented House,0,0,No
204195,1,3,47,Married,With Children,Low,Rented House,0,0,No
76703,1,4,46,Married,With Children,Low,Home Owner,1,0,No
474510,1,2,41,Married,With Children,High,Rented House,1,2,No
444696,1,2,59,Married,Without Children,Low,Rented House,0,0,No
86181,1,2,40,Married,Without Children,High,Home Owner,1,0,Yes
325092,1,2,53,Married,With Children,Low,Home Owner,0,0,No
489075,1,2,59,Married,Without Children,Low,Rented House,1,2,No
258759,1,3,38,Married,With Children,Medium,Home Owner,0,0,No
899248,1,3,31,Married,With Children,Low,Home Owner,1,0,No
536553,1,3,44,Married,Without Children,High,Home Owner,1,0,No
902292,1,3,47,Married,Without Children,Low,Rented House,0,0,No
944297,1,2,55,Married,Without Children,Low,Rented House,1,0,No
327987,2,3,45,Married,With Children,Medium,Home Owner,0,0,No
214643,1,3,37,Married,With Children,Medium,Rented House,1,2,No
786112,1,4,37,Married,Without Children,High,Home Owner,2,0,No
572341,1,3,53,Married,Without Children,Medium,Rented House,0,0,No
677089,1,3,41,Married,With Children,Medium,Rented House,1,0,No
116035,1,2,58,Married,Without Children,Medium,Rented House,1,0,No
542528,1,2,47,Married,Without Children,Low,Home Owner,1,0,No
730633,1,3,44,Married,With Children,Low,Rented House,0,0,No
558277,1,4,44,Married,With Children,High,Home Owner,2,0,No
301563,1,3,41,Married,With Children,Low,Home Owner,1,0,No
293110,1,2,57,Married,Without Children,High,Home Owner,0,0,No
486335,1,4,39,Married,With Children,Low,Home Owner,1,0,No
766151,1,3,59,Married,With Children,High,Home Owner,0,0,No
389320,1,3,49,Married,With Children,Low,Home Owner,1,0,Yes
495608,1,2,34,Married,Without Children,Low,Home Owner,1,0,No
44073,1,2,54,Married,Without Children,Low,Rented House,1,0,No
918048,1,2,61,Married,Without Children,Low,Rented House,1,0,No
110184,1,2,45,Married,With Children,Low,Rented House,1,0,No
710380,1,2,40,Married,With Children,Low,Rented House,0,2,No
730911,1,2,60,Married,Without Children,Low,Home Owner,1,0,No
535362,1,2,50,Married,Without Children,Medium,Rented House,1,0,No
504904,1,2,41,Married,Without Children,Low,Rented House,1,0,No
112167,1,3,52,Married,With Children,Medium,Home Owner,0,0,No
602628,1,3,31,Married,With Children,Low,Home Owner,1,0,No
127884,1,3,41,Married,Without Children,Low,Home Owner,0,0,No
608365,1,2,32,Living Together,Without Children,Low,Rented House,0,0,No
515321,1,4,41,Married,With Children,Low,Rented House,0,0,No
700995,1,2,58,Other Relationship,With Children,Low,Rented House,0,0,No
428653,1,3,46,Married,With Children,High,Home Owner,0,0,No
322197,1,2,34,Married,Without Children,Medium,Rented House,0,0,No
759497,2,3,44,Married,With Children,Medium,Home Owner,1,0,No
318077,1,3,49,Married,With Children,Low,Home Owner,0,0,No
352559,1,3,56,Married,With Children,Low,Home Owner,1,0,No
925695,1,3,43,Married,Without Children,Low,Home Owner,1,0,No
87516,1,2,40,Married,Without Children,Low,Home Owner,1,0,No
932312,1,2,53,Other Relationship,With Children,Low,Rented House,0,0,No
505309,1,3,47,Married,With Children,Medium,Home Owner,1,0,No
388421,1,2,43,Other Relationship,Without Children,Medium,Rented House,1,0,No
244817,1,4,40,Married,With Children,Medium,Home Owner,0,0,No
7296,1,2,38,Living Together,Without Children,Low,Rented House,1,0,No
260010,1,2,53,Married,With Children,Low,Home Owner,0,0,No
729868,1,2,50,Married,With Children,Low,Home Owner,1,0,No
310040,1,4,34,Married,With Children,Medium,Home Owner,0,0,No
229215,1,2,52,Other Relationship,Without Children,Medium,Home Owner,1,0,No
491718,1,2,39,Married,With Children,Low,Rented House,1,0,No
796085,1,3,47,Married,Without Children,Low,Home Owner,1,0,No
742836,1,2,50,Married,Without Children,Low,Rented House,0,0,No
994091,1,4,30,Married,With Children,Low,Home Owner,1,0,No
397430,1,2,56,Married,Without Children,Medium,Rented House,0,0,No
904977,2,1,26,Other Relationship,Without Children,Medium,Rented House,0,0,No
180083,1,3,37,Married,With Children,Low,Home Owner,1,0,No
632479,1,4,50,Other Relationship,With Children,Low,Home Owner,0,0,No
822338,2,3,49,Married,With Children,Low,Home Owner,1,0,No
856078,1,2,46,Married,Without Children,Medium,Rented House,0,0,No
547036,1,2,48,Married,With Children,Low,Rented House,1,0,No
723801,1,2,39,Married,Without Children,Low,Rented House,0,0,No
653128,1,1,44,Other Relationship,Without Children,Medium,Rented House,0,0,No
892981,2,1,24,Other Relationship,Without Children,Medium,Rented House,1,0,No
260655,1,3,44,Other Relationship,With Children,Low,Home Owner,0,0,No
552473,1,2,59,Married,Without Children,Low,Rented House,1,0,Yes
465517,2,5,46,Married,With Children,Low,Home Owner,1,0,No
630913,1,3,47,Married,With Children,Low,Rented House,0,0,No
35895,1,3,43,Married,With Children,Medium,Home Owner,1,0,No
493213,1,3,31,Married,With Children,High,Home Owner,1,1,No
312544,1,4,36,Married,With Children,Low,Home Owner,1,0,No
694881,1,2,47,Married,Without Children,Medium,Home Owner,0,0,No
156000,1,3,41,Married,With Children,Medium,Home Owner,1,0,No
980525,1,3,43,Married,With Children,Low,Home Owner,0,0,No
365536,1,3,41,Married,With Children,Medium,Home Owner,1,0,No
40178,1,3,34,Married,With Children,Low,Rented House,0,1,No
733295,2,3,48,Married,With Children,Low,Home Owner,0,0,No
248999,1,3,48,Married,With Children,Low,Rented House,1,0,No
984890,1,2,51,Married,Without Children,Low,Home Owner,1,0,No
606646,2,2,56,Married,With Children,Low,Rented House,1,0,No
963914,1,3,42,Married,With Children,Medium,Home Owner,1,2,No
522846,1,3,37,Married,With Children,Low,Home Owner,0,0,Yes
161067,1,4,40,Married,With Children,High,Home Owner,0,0,No
83156,1,2,40,Singles,With Children,Medium,Rented House,1,0,No
31592,1,2,66,Married,Without Children,Low,Home Owner,0,0,No
106436,1,3,49,Married,With Children,High,Home Owner,1,0,No
172167,1,2,44,Married,With Children,Medium,Home Owner,0,0,No
602644,1,2,39,Singles,With Children,Low,Rented House,1,0,No
600445,1,3,47,Married,With Children,High,Home Owner,1,0,No
449631,1,1,31,Other Relationship,Without Children,Medium,Rented House,1,0,No
264026,1,4,32,Married,Without Children,High,Home Owner,0,0,No
368182,2,5,35,Married,With Children,Low,Home Owner,0,0,No
984339,1,3,46,Married,With Children,Medium,Home Owner,0,0,No
500653,1,2,55,Married,With Children,Low,Home Owner,0,0,No
277750,1,3,50,Married,Without Children,Low,Home Owner,1,0,No
424195,1,2,44,Married,With Children,Low,Rented House,1,0,No
771656,1,3,44,Married,Without Children,Low,Rented House,1,0,No
976607,1,3,46,Married,Without Children,Medium,Home Owner,0,0,No
404267,1,2,38,Married,With Children,Medium,Rented House,0,0,No
75957,2,3,40,Married,With Children,Medium,Home Owner,1,0,No
759605,2,3,43,Married,With Children,Low,Home Owner,1,0,No
774387,1,4,47,Married,With Children,Low,Home Owner,0,0,Yes
707393,1,3,42,Married,With Children,Medium,Rented House,0,0,No
625500,1,4,54,Married,With Children,Low,Home Owner,0,0,No
134318,1,2,45,Married,Without Children,Low,Rented House,0,0,No
410919,1,3,44,Married,Without Children,Medium,Home Owner,0,0,No
667633,1,1,66,Other Relationship,Without Children,Medium,Rented House,0,0,No
864372,1,2,58,Married,Without Children,Low,Home Owner,0,0,No
281997,1,3,48,Married,Without Children,Low,Home Owner,0,0,No
783165,1,2,36,Married,With Children,Medium,Home Owner,0,0,No
119560,1,2,50,Married,Without Children,Low,Rented House,0,0,No
849070,2,3,50,Married,With Children,Medium,Home Owner,1,0,No
660186,1,2,53,Married,Without Children,Medium,Home Owner,1,0,No
75005,1,2,59,Other Relationship,Without Children,Low,Rented House,0,0,No
80316,1,3,48,Married,With Children,High,Home Owner,0,0,No
621932,1,3,31,Married,With Children,Low,Home Owner,1,0,No
905986,1,3,45,Married,Without Children,Medium,Home Owner,0,0,No
465329,1,2,50,Married,Without Children,Medium,Rented House,0,0,No
100621,2,3,47,Married,Without Children,Low,Home Owner,0,0,No
284214,1,3,49,Married,With Children,Low,Rented House,0,0,No
559018,1,2,57,Other Relationship,With Children,Low,Rented House,0,0,No
436590,1,3,46,Married,With Children,Low,Home Owner,1,0,No
936049,1,4,47,Married,With Children,Low,Rented House,0,0,Yes
595759,1,3,40,Married,Without Children,Low,Home Owner,0,0,No
994790,1,3,42,Married,With Children,Low,Home Owner,1,0,No
725691,1,2,60,Married,Without Children,Low,Rented House,0,2,No
657927,1,3,42,Married,With Children,Low,Home Owner,0,0,No
897251,1,4,46,Married,With Children,Low,Home Owner,0,0,No
148592,1,3,40,Married,With Children,Medium,Home Owner,1,0,No
189394,1,3,39,Married,With Children,Low,Home Owner,1,0,No
549149,1,2,40,Married,Without Children,Medium,Home Owner,0,0,No
21359,1,3,47,Married,With Children,High,Home Owner,0,0,No
865120,1,4,35,Married,With Children,Low,Rented House,0,0,No
693697,1,3,43,Married,With Children,Medium,Rented House,1,0,Yes
201722,1,4,45,Married,With Children,Medium,Home Owner,0,0,No
969541,1,2,57,Married,Without Children,Low,Rented House,1,0,No
426282,1,2,48,Married,Without Children,Low,Home Owner,0,0,No
934671,1,2,50,Married,Without Children,Low,Rented House,0,0,No
424381,1,4,34,Married,With Children,Low,Home Owner,0,0,No
38113,1,2,66,Married,Without Children,Low,Home Owner,1,0,No
918191,1,3,50,Married,With Children,Low,Rented House,1,0,No
272415,1,3,39,Married,Without Children,Medium,Rented House,1,0,No
290159,1,2,43,Married,Without Children,High,Home Owner,0,0,No
972098,1,3,44,Other Relationship,With Children,Low,Home Owner,0,0,No
953516,1,3,48,Married,With Children,Low,Home Owner,0,0,No
288076,1,4,43,Married,With Children,Medium,Rented House,1,0,No
637975,1,2,43,Other Relationship,Without Children,Low,Rented House,0,0,No
195595,1,3,40,Married,With Children,Low,Rented House,0,0,No
566580,1,2,55,Married,Without Children,Low,Rented House,1,3,No
111299,1,2,37,Other Relationship,Without Children,Medium,Rented House,1,0,No
967229,2,3,31,Married,With Children,Low,Home Owner,0,0,No
383249,1,2,43,Married,With Children,Low,Rented House,0,0,No
166903,1,3,44,Married,Without Children,Low,Home Owner,2,0,No
331279,1,2,37,Other Relationship,Without Children,Low,Home Owner,0,1,No
144812,1,2,57,Other Relationship,With Children,Low,Rented House,1,0,No
714353,1,2,47,Married,Without Children,Low,Rented House,0,0,No
933180,1,4,48,Married,With Children,Medium,Home Owner,1,0,No
464572,1,2,56,Married,Without Children,Medium,Rented House,0,0,No
254915,2,3,40,Married,With Children,Medium,Home Owner,0,0,Yes
940023,1,4,48,Married,With Children,Low,Home Owner,0,0,No
50749,1,3,40,Married,With Children,High,Home Owner,1,0,No
122058,1,2,40,Married,Without Children,Medium,Home Owner,1,0,No
429888,1,1,56,Other Relationship,Without Children,Medium,Rented House,1,0,No
88393,1,4,40,Married,With Children,Low,Home Owner,0,0,No
731729,1,3,50,Married,Without Children,Medium,Home Owner,0,0,No
820175,1,3,33,Married,With Children,Low,Home Owner,0,0,No
785850,1,3,49,Married,Without Children,Low,Home Owner,0,0,No
858370,1,3,47,Married,With Children,Low,Rented House,0,0,No
345073,1,4,48,Married,With Children,Low,Rented House,0,0,No
697238,1,4,48,Married,With Children,Medium,Home Owner,1,0,Yes
696307,1,3,37,Other Relationship,With Children,Low,Rented House,0,0,No
871363,1,2,50,Married,Without Children,Low,Rented House,1,0,No
879760,3,3,40,Married,With Children,Medium,Rented House,0,0,No
294186,2,4,32,Married,With Children,Low,Home Owner,0,0,No
853294,1,3,45,Married,Without Children,Medium,Home Owner,0,0,No
687292,1,2,40,Married,Without Children,Low,Home Owner,1,0,No
379702,1,2,50,Married,With Children,Low,Rented House,3,0,No
251596,2,3,45,Married,With Children,Medium,Home Owner,0,1,No
434127,1,2,55,Married,Without Children,Low,Home Owner,1,0,No
516486,1,1,57,Singles,Without Children,Low,Rented House,0,0,No
324179,1,2,40,Married,Without Children,Medium,Rented House,1,0,No
582709,2,2,58,Married,Without Children,Low,Rented House,0,0,No
724491,1,3,53,Married,With Children,Low,Home Owner,0,0,No
721502,1,3,47,Married,With Children,Medium,Rented House,1,0,No
158914,1,3,45,Married,Without Children,Medium,Home Owner,0,0,No
789914,1,4,40,Married,With Children,Medium,Home Owner,0,0,No
712825,1,4,33,Married,With Children,Medium,Home Owner,0,1,No
71386,1,2,50,Married,Without Children,High,Home Owner,1,0,No
113498,1,4,42,Married,With Children,Low,Home Owner,1,0,No
396143,3,2,30,Other Relationship,With Children,Low,Rented House,1,0,No
729128,1,2,35,Married,With Children,Low,Rented House,0,0,No
872574,1,3,39,Married,With Children,Low,Rented House,0,0,No
328985,2,4,38,Married,With Children,Low,Home Owner,0,0,No
852972,1,3,43,Married,Without Children,Low,Home Owner,0,0,No
950329,1,4,30,Married,Without Children,High,Home Owner,0,0,No
768446,1,3,35,Married,With Children,Low,Home Owner,0,0,Yes
19621,3,2,58,Married,Without Children,Medium,Home Owner,1,0,No
226157,1,3,42,Married,With Children,Low,Rented House,1,0,No
689657,1,3,48,Married,With Children,Medium,Home Owner,0,0,No
609817,1,3,46,Married,Without Children,Low,Rented House,1,0,No
727853,1,4,45,Married,With Children,Medium,Home Owner,1,0,No
368087,1,3,49,Married,Without Children,Low,Rented House,0,0,No
427782,1,2,43,Married,Without Children,Medium,Rented House,1,0,No
322795,2,2,63,Married,With Children,Low,Home Owner,0,0,No
183985,1,3,43,Married,With Children,Low,Rented House,0,0,No
206146,2,4,45,Married,With Children,High,Home Owner,1,0,Yes
521085,1,2,50,Married,With Children,Low,Rented House,1,0,No
844922,1,2,51,Married,Without Children,Low,Rented House,0,0,No
550778,1,3,44,Married,With Children,Low,Home Owner,0,0,No
83139,1,2,56,Married,Without Children,Medium,Home Owner,0,0,No
425340,1,2,47,Married,Without Children,Medium,Rented House,1,0,No
265598,1,3,42,Married,Without Children,High,Home Owner,1,0,No
890115,1,2,65,Married,Without Children,Medium,Home Owner,0,0,No
955823,2,4,34,Married,With Children,Low,Home Owner,1,0,No
259579,1,3,39,Married,With Children,Low,Rented House,0,0,No
945923,7,2,72,Married,With Children,Low,Home Owner,0,0,No
92269,1,2,49,Married,Without Children,Low,Home Owner,1,0,No
171592,1,3,40,Married,With Children,Low,Home Owner,1,0,No
145966,1,3,45,Married,Without Children,Medium,Rented House,0,0,No
516121,2,4,38,Married,With Children,Medium,Home Owner,1,3,Yes
392982,1,3,40,Married,Without Children,Low,Rented House,0,0,No
769045,1,4,49,Married,With Children,Low,Home Owner,1,0,No
768404,1,2,41,Married,Without Children,Low,Rented House,1,0,No
284650,1,2,54,Married,Without Children,Low,Rented House,1,0,No
770457,1,4,42,Married,With Children,High,Home Owner,0,1,No
842048,1,3,40,Married,Without Children,Medium,Rented House,0,0,No
34930,1,1,61,Singles,Without Children,Low,Home Owner,1,0,No
481026,1,2,36,Married,With Children,Low,Rented House,1,0,No
657020,1,2,54,Married,Without Children,Low,Rented House,1,0,No
315815,1,4,46,Married,With Children,Low,Rented House,0,0,No
964600,1,3,40,Married,With Children,Medium,Rented House,0,0,No
361454,1,3,39,Married,Without Children,High,Home Owner,0,0,No
695184,1,3,46,Married,With Children,Low,Rented House,0,0,No
745819,1,3,46,Married,Without Children,Low,Home Owner,0,0,No
390612,1,2,51,Other Relationship,Without Children,Low,Home Owner,0,0,No
408033,1,3,48,Married,With Children,Medium,Home Owner,0,0,No
850784,1,3,41,Married,Without Children,Medium,Home Owner,0,0,No
789779,1,2,45,Married,Without Children,Low,Home Owner,0,0,No
730060,2,3,41,Married,With Children,Low,Home Owner,0,0,No
49580,1,2,40,Married,Without Children,Low,Rented House,1,0,No
135033,1,3,33,Married,With Children,Low,Rented House,0,0,No
477172,1,2,25,Other Relationship,Without Children,High,Rented House,0,0,No
466391,1,2,60,Married,Without Children,Low,Home Owner,1,0,No
634367,1,3,48,Married,Without Children,Low,Home Owner,0,0,No
335199,1,3,30,Married,With Children,High,Home Owner,0,0,No
789883,1,4,38,Married,With Children,Low,Rented House,1,0,No
490051,1,3,44,Married,Without Children,Medium,Rented House,0,0,No
270902,1,3,42,Married,With Children,Low,Home Owner,0,0,No
674352,1,2,37,Other Relationship,Without Children,Medium,Rented House,0,0,No
159514,1,4,44,Married,With Children,Medium,Home Owner,0,0,No
607518,1,2,61,Married,Without Children,Medium,Rented House,0,0,No
423103,1,2,42,Married,Without Children,Medium,Home Owner,0,0,No
625400,1,2,41,Married,With Children,Low,Home Owner,2,0,No
908912,1,4,33,Married,With Children,Low,Home Owner,1,0,No
74185,1,5,42,Married,With Children,Medium,Home Owner,0,0,No
744258,1,2,42,Married,Without Children,Low,Rented House,0,0,Yes
449740,1,3,30,Married,With Children,Low,Home Owner,0,0,No
238291,1,2,46,Married,Without Children,Low,Rented House,1,0,No
886627,1,2,51,Married,With Children,Medium,Rented House,1,0,No
158720,1,3,57,Married,With Children,Low,Home Owner,1,0,No
704116,1,4,35,Married,With Children,Medium,Home Owner,1,0,No
697038,1,4,42,Married,With Children,Low,Home Owner,1,0,No
313885,2,2,68,Married,Without Children,Medium,Rented House,0,0,No
399828,1,3,44,Married,With Children,Low,Rented House,1,0,No
428854,1,3,43,Married,With Children,Medium,Home Owner,0,0,No
967413,1,3,41,Married,With Children,Low,Rented House,0,0,No
660921,1,3,50,Married,With Children,High,Home Owner,1,0,Yes
215845,1,2,28,Married,Without Children,Low,Rented House,1,0,No
547736,1,3,58,Married,Without Children,Medium,Home Owner,0,0,No
802383,1,2,48,Other Relationship,Without Children,Low,Rented House,0,0,No
640089,1,3,41,Married,With Children,Low,Home Owner,1,0,Yes
975079,1,3,49,Married,With Children,Low,Rented House,1,0,No
955936,2,4,46,Married,With Children,High,Home Owner,0,0,No
597007,1,3,36,Married,With Children,Medium,Rented House,1,0,No
794717,1,2,31,Married,Without Children,Low,Rented House,1,0,No
959665,1,3,42,Married,With Children,High,Home Owner,0,0,No
830571,1,2,57,Married,Without Children,Low,Rented House,0,0,No
948749,1,3,35,Married,With Children,Low,Home Owner,0,0,No
638498,1,1,49,Other Relationship,Without Children,Low,Rented House,1,0,No
962969,1,2,52,Married,Without Children,Low,Home Owner,0,0,No
238852,1,3,40,Married,With Children,Low,Rented House,1,0,No
796021,1,2,52,Married,With Children,Medium,Home Owner,0,0,Yes
142824,1,4,36,Married,With Children,Medium,Rented House,0,0,No
762486,1,2,43,Married,With Children,Low,Rented House,1,0,Yes
606455,1,3,43,Married,With Children,Medium,Home Owner,1,0,No
296019,1,3,44,Married,With Children,Low,Home Owner,1,0,No
450681,1,2,42,Married,Without Children,Low,Rented House,1,0,No
734803,1,3,36,Married,With Children,Medium,Rented House,0,0,No
468324,1,3,45,Married,With Children,High,Home Owner,0,0,No
50888,1,4,46,Married,Without Children,Low,Home Owner,1,0,No
473347,1,2,44,Other Relationship,Without Children,Low,Rented House,1,0,No
612547,1,2,63,Married,Without Children,Medium,Rented House,0,0,No
581239,1,3,41,Married,With Children,High,Home Owner,0,0,No
60169,1,3,46,Married,Without Children,Medium,Home Owner,1,0,No
155089,1,3,47,Married,With Children,Low,Rented House,0,0,No
231784,1,2,44,Married,Without Children,Medium,Home Owner,1,0,No
33569,1,2,58,Married,Without Children,Low,Rented House,1,0,No
87160,2,3,39,Married,With Children,Medium,Rented House,0,0,No
606655,1,1,75,Other Relationship,Without Children,Low,Rented House,0,0,No
59135,1,3,48,Married,With Children,Low,Rented House,1,0,No
302957,1,3,47,Married,Without Children,Medium,Home Owner,1,0,No
612947,2,3,34,Married,With Children,Low,Home Owner,0,0,No
517264,1,5,32,Married,With Children,Low,Home Owner,1,0,No
4122,1,2,40,Married,Without Children,High,Home Owner,0,0,No
415740,1,2,40,Married,With Children,Low,Rented House,0,0,No
661093,1,2,50,Married,Without Children,Low,Rented House,0,0,Yes
60150,1,2,46,Married,Without Children,Low,Rented House,1,0,Yes
280966,2,3,44,Married,With Children,Low,Home Owner,0,0,No
524321,2,4,40,Married,With Children,Medium,Home Owner,1,0,No
835218,1,4,38,Married,With Children,Medium,Home Owner,1,0,No
304693,1,4,32,Married,With Children,Medium,Home Owner,1,0,No
382296,1,2,28,Married,Without Children,High,Rented House,0,1,No
448695,1,4,32,Other Relationship,With Children,Low,Home Owner,0,0,No
831499,1,3,48,Married,With Children,High,Home Owner,1,0,No
724427,1,2,62,Married,Without Children,High,Home Owner,0,0,No
904666,1,1,40,Other Relationship,Without Children,High,Rented House,0,0,No
642303,1,4,38,Married,With Children,Low,Home Owner,1,2,No
658711,1,3,42,Married,With Children,Low,Rented House,0,0,No
127712,1,2,56,Married,Without Children,Low,Rented House,1,0,No
821862,3,2,51,Married,Without Children,Low,Rented House,0,0,No
109148,1,4,46,Married,With Children,Low,Rented House,0,0,No
644463,1,4,39,Married,With Children,Low,Rented House,0,0,No
366979,1,3,50,Married,With Children,Low,Home Owner,0,0,No
354066,1,4,46,Married,With Children,Medium,Home Owner,1,2,No
554841,2,2,36,Married,With Children,Low,Rented House,0,0,No
255614,2,2,33,Other Relationship,With Children,Low,Rented House,1,0,No
605170,1,3,41,Married,Without Children,Medium,Rented House,0,0,No
896987,1,1,42,Other Relationship,Without Children,High,Rented House,0,0,No
216227,1,3,40,Married,With Children,Low,Rented House,1,0,No
491125,1,3,45,Married,With Children,Medium,Rented House,0,0,No
646117,1,3,48,Married,With Children,Low,Rented House,1,0,Yes
56041,1,3,45,Married,Without Children,Medium,Rented House,1,0,No
458240,1,1,36,Other Relationship,Without Children,Medium,Rented House,1,0,No
993915,1,4,42,Married,With Children,High,Home Owner,1,0,No
976920,1,3,40,Married,With Children,Low,Home Owner,1,0,No
826177,1,2,54,Married,Without Children,Low,Rented House,1,0,No
373343,1,5,49,Married,With Children,Low,Rented House,0,0,No
66094,2,2,50,Married,Without Children,Low,Rented House,0,0,No
383483,1,2,35,Other Relationship,With Children,High,Rented House,1,0,No
